timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO
26/01/2000 01:30:00,144,NA,0.162158966
26/01/2000 01:30:15,94,NA,0.109051962
26/01/2000 01:30:30,279,1,0.153411647
26/01/2000 01:30:45,12,1,0.011934481
26/01/2000 01:31:00,0,1,0.012979416
26/01/2000 01:31:15,0,1,0.012843626
26/01/2000 01:31:30,398,1,0.430162901
26/01/2000 01:31:45,201,1,0.021523538
26/01/2000 01:32:00,7,1,0.014451592
26/01/2000 01:32:15,0,1,0.00696108
26/01/2000 01:32:30,10,1,0.01956987
26/01/2000 01:32:45,14,1,0.014091677
26/01/2000 01:33:00,2,1,0.014694592
26/01/2000 01:33:15,48,1,0.042241302
26/01/2000 01:33:30,97,1,0.04704186
26/01/2000 01:33:45,0,1,0.002703109
26/01/2000 01:34:00,0,1,0.001818135
26/01/2000 01:34:15,0,1,0.008859027
26/01/2000 01:34:30,42,1,0.016033872
26/01/2000 01:34:45,82,1,0.081980631
26/01/2000 01:35:00,6,1,0.002226606
26/01/2000 01:35:15,0,0,0.002273935
26/01/2000 01:35:30,0,0,0.002460261
26/01/2000 01:35:45,0,0,0.002551283
26/01/2000 01:36:00,0,0,0.002541528
26/01/2000 01:36:15,0,0,0.002655007
26/01/2000 01:36:30,0,0,0.002762396
26/01/2000 01:36:45,0,0,0.00271097
26/01/2000 01:37:00,0,0,0.003359842
26/01/2000 01:37:15,0,0,0.002120909
26/01/2000 01:37:30,0,0,0.002074725
26/01/2000 01:37:45,0,0,0.002142049
26/01/2000 01:38:00,0,0,0.009852279
26/01/2000 01:38:15,50,1,0.031334142
26/01/2000 01:38:30,0,0,0.003367431
26/01/2000 01:38:45,0,0,0.003367037
26/01/2000 01:39:00,0,0,0.003409544
26/01/2000 01:39:15,0,0,0.003401668
26/01/2000 01:39:30,0,0,0.003530857
26/01/2000 01:39:45,0,0,0.003497571
26/01/2000 01:40:00,0,0,0.003276497
26/01/2000 01:40:15,0,0,0.003293536
26/01/2000 01:40:30,0,0,0.003478824
26/01/2000 01:40:45,0,0,0.003633368
26/01/2000 01:41:00,0,0,0.003526898
26/01/2000 01:41:15,25,1,0.020832531
26/01/2000 01:41:30,0,0,0.002671271
26/01/2000 01:41:45,0,0,0.00270971
26/01/2000 01:42:00,0,0,0.002648518
26/01/2000 01:42:15,0,0,0.00267029
26/01/2000 01:42:30,0,0,0.002656495
26/01/2000 01:42:45,0,0,0.002664623
26/01/2000 01:43:00,0,0,0.002750839
26/01/2000 01:43:15,0,0,0.002689024
26/01/2000 01:43:30,0,0,0.002721433
26/01/2000 01:43:45,0,0,0.00269027
26/01/2000 01:44:00,0,0,0.002642291
26/01/2000 01:44:15,0,0,0.002752782
26/01/2000 01:44:30,0,0,0.002659699
26/01/2000 01:44:45,0,0,0.002670205
26/01/2000 01:45:00,0,0,0.002602494
26/01/2000 01:45:15,0,0,0.00274215
26/01/2000 01:45:30,0,0,0.002794186
26/01/2000 01:45:45,0,0,0.002742566
26/01/2000 01:46:00,0,0,0.002722993
26/01/2000 01:46:15,0,0,0.002703508
26/01/2000 01:46:30,0,0,0.002716319
26/01/2000 01:46:45,0,0,0.002760848
26/01/2000 01:47:00,0,0,0.002542001
26/01/2000 01:47:15,0,0,0.002845076
26/01/2000 01:47:30,0,0,0.002891247
26/01/2000 01:47:45,0,0,0.002662003
26/01/2000 01:48:00,0,0,0.002779133
26/01/2000 01:48:15,0,0,0.002904306
26/01/2000 01:48:30,0,0,0.002882152
26/01/2000 01:48:45,0,0,0.002884902
26/01/2000 01:49:00,0,0,0.002845536
26/01/2000 01:49:15,0,0,0.002795208
26/01/2000 01:49:30,0,0,0.002850412
26/01/2000 01:49:45,0,0,0.002815472
26/01/2000 01:50:00,0,0,0.002751229
26/01/2000 01:50:15,0,0,0.002661649
26/01/2000 01:50:30,0,0,0.002778792
26/01/2000 01:50:45,0,0,0.002827593
26/01/2000 01:51:00,0,0,0.00291606
26/01/2000 01:51:15,0,0,0.002879899
26/01/2000 01:51:30,0,0,0.00269552
26/01/2000 01:51:45,0,0,0.003005315
26/01/2000 01:52:00,0,0,0.002854473
26/01/2000 01:52:15,0,0,0.002917004
26/01/2000 01:52:30,0,0,0.002884841
