timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO
01/01/2000 01:17:00,NA,NA,0.003122629
01/01/2000 01:17:15,NA,NA,0.002959821
01/01/2000 01:17:30,NA,NA,0.002921318
01/01/2000 01:17:45,NA,NA,0.002906992
01/01/2000 01:18:00,NA,NA,0.002932428
01/01/2000 01:18:15,NA,NA,0.002988776
01/01/2000 01:18:30,NA,NA,0.002895115
01/01/2000 01:18:45,NA,NA,0.002915949
01/01/2000 01:19:00,NA,NA,0.002745537
01/01/2000 01:19:15,NA,NA,0.038737442
01/01/2000 01:19:30,NA,NA,0.06524948
01/01/2000 01:19:45,129,NA,0.057662295
01/01/2000 01:20:00,109,NA,0.049340053
01/01/2000 01:20:15,113,NA,0.09922546
01/01/2000 01:20:30,188,NA,0.104355041
01/01/2000 01:20:45,0,1,0.007234036
01/01/2000 01:21:00,24,1,0.030108705
01/01/2000 01:21:15,3,1,0.008784712
01/01/2000 01:21:30,0,1,0.007893329
01/01/2000 01:21:45,3,1,0.007760627
01/01/2000 01:22:00,0,1,0.006468971
01/01/2000 01:22:15,0,1,0.005790945
01/01/2000 01:22:30,0,1,0.017378445
01/01/2000 01:22:45,182,1,0.159257533
01/01/2000 01:23:00,164,1,0.088535368
01/01/2000 01:23:15,12,1,0.014816191
01/01/2000 01:23:30,0,1,0.006586049
01/01/2000 01:23:45,0,1,0.006269583
01/01/2000 01:24:00,0,1,0.006943397
01/01/2000 01:24:15,4,0,0.01222079
01/01/2000 01:24:30,0,0,0.006598491
01/01/2000 01:24:45,0,0,0.00662518
01/01/2000 01:25:00,0,0,0.006930623
01/01/2000 01:25:15,0,0,0.006733643
01/01/2000 01:25:30,0,0,0.006762587
01/01/2000 01:25:45,0,0,0.008320164
01/01/2000 01:26:00,0,0,0.008938762
01/01/2000 01:26:15,0,0,0.006439566
01/01/2000 01:26:30,0,0,0.006432062
01/01/2000 01:26:45,0,0,0.006409359
01/01/2000 01:27:00,0,0,0.006347096
01/01/2000 01:27:15,0,0,0.006979674
01/01/2000 01:27:30,0,0,0.00665433
01/01/2000 01:27:45,0,0,0.006337215
01/01/2000 01:28:00,0,0,0.006998765
01/01/2000 01:28:15,0,0,0.007244066
01/01/2000 01:28:30,0,0,0.006531215
01/01/2000 01:28:45,0,0,0.00649664
01/01/2000 01:29:00,5,0,0.010352928
01/01/2000 01:29:15,2,0,0.007687701
01/01/2000 01:29:30,0,0,0.006645814
01/01/2000 01:29:45,3,0,0.008157335
01/01/2000 01:30:00,21,1,0.015391093
01/01/2000 01:30:15,0,0,0.006755248
01/01/2000 01:30:30,0,0,0.007636139
01/01/2000 01:30:45,15,1,0.032612805
01/01/2000 01:31:00,9,1,0.00788259
01/01/2000 01:31:15,0,0,0.006528119
01/01/2000 01:31:30,0,0,0.006612822
01/01/2000 01:31:45,0,0,0.007700578
01/01/2000 01:32:00,0,0,0.007038548
01/01/2000 01:32:15,0,0,0.006631164
01/01/2000 01:32:30,0,0,0.006697868
01/01/2000 01:32:45,0,0,0.007041677
01/01/2000 01:33:00,0,0,0.006604855
01/01/2000 01:33:15,0,0,0.006705771
01/01/2000 01:33:30,0,0,0.00675027
01/01/2000 01:33:45,0,0,0.006666055
01/01/2000 01:34:00,0,0,0.00674592
01/01/2000 01:34:15,0,0,0.006604222
01/01/2000 01:34:30,0,0,0.006659064
01/01/2000 01:34:45,0,0,0.006718062
01/01/2000 01:35:00,0,0,0.006649771
01/01/2000 01:35:15,0,0,0.006480359
01/01/2000 01:35:30,0,0,0.007354136
01/01/2000 01:35:45,12,1,0.019934988
01/01/2000 01:36:00,0,0,0.006796337
01/01/2000 01:36:15,0,0,0.006899651
01/01/2000 01:36:30,0,0,0.006824973
01/01/2000 01:36:45,0,0,0.006930269
01/01/2000 01:37:00,0,0,0.006926457
