timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO
18/01/2000 00:21:00,121,NA,0.049220694
18/01/2000 00:21:15,121,NA,0.028202672
18/01/2000 00:21:30,70,1,0.036745552
18/01/2000 00:21:45,105,1,0.069668228
18/01/2000 00:22:00,50,1,0.071818419
18/01/2000 00:22:15,42,1,0.079676262
18/01/2000 00:22:30,46,1,0.076970028
18/01/2000 00:22:45,361,1,1.18725788
18/01/2000 00:23:00,129,1,0.276969578
18/01/2000 00:23:15,0,1,0.00302103
18/01/2000 00:23:30,144,1,0.083828481
18/01/2000 00:23:45,0,1,0.002374228
18/01/2000 00:24:00,3,1,0.004336245
18/01/2000 00:24:15,0,1,0.002172791
18/01/2000 00:24:30,0,1,0.002112423
18/01/2000 00:24:45,0,0,0.002243104
18/01/2000 00:25:00,0,0,0.002238945
18/01/2000 00:25:15,0,0,0.002128901
18/01/2000 00:25:30,25,1,0.023270531
18/01/2000 00:25:45,0,0,0.003258018
18/01/2000 00:26:00,0,0,0.003261796
18/01/2000 00:26:15,0,0,0.007298537
18/01/2000 00:26:30,0,0,0.003074645
18/01/2000 00:26:45,0,0,0.003205409
18/01/2000 00:27:00,0,0,0.004438993
18/01/2000 00:27:15,0,0,0.003056933
18/01/2000 00:27:30,0,0,0.00294903
18/01/2000 00:27:45,0,0,0.003071663
18/01/2000 00:28:00,0,0,0.00289329
18/01/2000 00:28:15,0,0,0.002999059
18/01/2000 00:28:30,0,0,0.002919536
18/01/2000 00:28:45,0,0,0.002791301
18/01/2000 00:29:00,0,0,0.002958814
18/01/2000 00:29:15,0,0,0.003037014
18/01/2000 00:29:30,0,0,0.002935951
18/01/2000 00:29:45,0,0,0.002905188
18/01/2000 00:30:00,0,0,0.002948374
18/01/2000 00:30:15,0,0,0.002867782
18/01/2000 00:30:30,0,0,0.00293848
18/01/2000 00:30:45,0,0,0.002840751
18/01/2000 00:31:00,0,0,0.002871779
18/01/2000 00:31:15,0,0,0.002782458
18/01/2000 00:31:30,0,0,0.002655198
18/01/2000 00:31:45,0,0,0.00365278
18/01/2000 00:32:00,7,0,0.022165534
18/01/2000 00:32:15,0,0,0.003193659
18/01/2000 00:32:30,0,0,0.003097156
18/01/2000 00:32:45,0,0,0.003161354
18/01/2000 00:33:00,0,0,0.003165925
18/01/2000 00:33:15,0,0,0.003233223
18/01/2000 00:33:30,0,0,0.003451116
18/01/2000 00:33:45,0,0,0.00306111
18/01/2000 00:34:00,0,0,0.003079551
18/01/2000 00:34:15,0,0,0.002942681
18/01/2000 00:34:30,18,1,0.01223053
18/01/2000 00:34:45,0,0,0.003152409
18/01/2000 00:35:00,0,0,0.003083633
18/01/2000 00:35:15,0,0,0.002929072
18/01/2000 00:35:30,0,0,0.003121019
18/01/2000 00:35:45,0,0,0.003086764
18/01/2000 00:36:00,0,0,0.003006331
18/01/2000 00:36:15,0,0,0.003050516
18/01/2000 00:36:30,0,0,0.003151838
18/01/2000 00:36:45,0,0,0.003392969
18/01/2000 00:37:00,0,0,0.003075741
18/01/2000 00:37:15,0,0,0.003256425
18/01/2000 00:37:30,0,0,0.003122736
18/01/2000 00:37:45,0,0,0.003101923
18/01/2000 00:38:00,10,1,0.015149159
18/01/2000 00:38:15,0,0,0.002961269
18/01/2000 00:38:30,0,0,0.002114868
18/01/2000 00:38:45,0,0,0.002138975
18/01/2000 00:39:00,0,0,0.001986973
18/01/2000 00:39:15,0,0,0.001933378
18/01/2000 00:39:30,0,0,0.002637728
18/01/2000 00:39:45,0,0,0.002173108
18/01/2000 00:40:00,17,1,0.009287246
18/01/2000 00:40:15,0,0,0.00497068
18/01/2000 00:40:30,0,0,0.005532339
18/01/2000 00:40:45,0,0,0.004961073
18/01/2000 00:41:00,0,0,0.004811463
18/01/2000 00:41:15,6,0,0.010429784
18/01/2000 00:41:30,0,0,0.004774638
18/01/2000 00:41:45,0,0,0.004726867
18/01/2000 00:42:00,11,1,0.012683213
18/01/2000 00:42:15,0,0,0.005140276
18/01/2000 00:42:30,0,0,0.005319945
18/01/2000 00:42:45,0,0,0.005099543
18/01/2000 00:43:00,0,0,0.006127309
18/01/2000 00:43:15,0,0,0.005097741
18/01/2000 00:43:30,0,0,0.005096794
18/01/2000 00:43:45,5,0,0.007681217
18/01/2000 00:44:00,0,0,0.00471792
18/01/2000 00:44:15,8,0,0.011974423
