timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO
09/01/2000 20:44:00,NA,NA,NA
09/01/2000 20:44:15,NA,NA,NA
09/01/2000 20:44:30,NA,NA,NA
09/01/2000 20:44:45,NA,NA,NA
09/01/2000 20:45:00,NA,NA,NA
09/01/2000 20:45:15,NA,NA,NA
09/01/2000 20:45:30,0,0,0.002899777
09/01/2000 20:45:45,0,0,0.004232431
09/01/2000 20:46:00,0,0,0.003920771
09/01/2000 20:46:15,0,0,0.00392822
09/01/2000 20:46:30,0,0,0.003855447
09/01/2000 20:46:45,0,0,0.003875189
09/01/2000 20:47:00,0,0,0.003920583
09/01/2000 20:47:15,0,0,0.003845168
09/01/2000 20:47:30,0,0,0.003696051
09/01/2000 20:47:45,0,0,0.00375598
09/01/2000 20:48:00,0,0,0.003699077
09/01/2000 20:48:15,0,0,0.003761236
09/01/2000 20:48:30,0,0,0.003520975
09/01/2000 20:48:45,0,0,0.003976836
09/01/2000 20:49:00,0,0,0.003932493
09/01/2000 20:49:15,0,0,0.00399252
09/01/2000 20:49:30,0,0,0.00405086
09/01/2000 20:49:45,0,0,0.004060712
09/01/2000 20:50:00,0,0,0.00385365
09/01/2000 20:50:15,0,0,0.004072131
09/01/2000 20:50:30,0,0,0.004149517
09/01/2000 20:50:45,0,0,0.004091806
09/01/2000 20:51:00,0,0,0.003971547
09/01/2000 20:51:15,0,0,0.003870881
09/01/2000 20:51:30,0,0,0.003917224
09/01/2000 20:51:45,0,0,0.003902094
09/01/2000 20:52:00,0,0,0.004064725
09/01/2000 20:52:15,0,0,0.003441635
09/01/2000 20:52:30,0,0,0.003840002
09/01/2000 20:52:45,0,0,0.00397783
09/01/2000 20:53:00,0,0,0.003936183
09/01/2000 20:53:15,0,0,0.003963845
09/01/2000 20:53:30,0,0,0.004082337
09/01/2000 20:53:45,0,0,0.004031912
09/01/2000 20:54:00,0,0,0.00394242
09/01/2000 20:54:15,0,0,0.003897652
09/01/2000 20:54:30,0,0,0.003882901
09/01/2000 20:54:45,0,0,0.003773336
